Date,Open,High,Low,Close,Volume
09/20/2018,"292.64","293.94","291.24","293.58","100,360,602"
09/19/2018,"290.97","291.69","290.83","291.22","49,080,559"
09/18/2018,"289.58","291.58","289.55","290.91","61,930,406"
09/17/2018,"290.82","290.86","289.03","289.34","68,244,039"
09/14/2018,"291.06","291.27","290.00","290.88","55,079,879"
09/13/2018,"290.32","291.04","290.00","290.83","51,034,219"
09/12/2018,"289.06","289.80","288.23","289.12","59,810,762"
09/11/2018,"287.37","289.55","286.98","289.05","50,530,488"
09/10/2018,"288.74","289.04","287.88","288.10","50,210,898"
09/07/2018,"286.98","288.70","286.71","287.60","73,524,812"
09/06/2018,"289.15","289.49","287.00","288.16","65,909,859"
09/05/2018,"289.41","289.64","287.89","289.03","72,452,438"
09/04/2018,"289.84","290.21","288.68","289.81","57,594,367"
08/31/2018,"289.84","290.81","289.29","290.31","66,140,844"
08/30/2018,"290.94","291.36","289.63","290.30","61,229,500"
08/29/2018,"290.16","291.74","289.89","291.48","61,485,512"
08/28/2018,"290.30","290.42","289.40","289.92","46,943,473"
08/27/2018,"288.86","289.90","288.68","289.78","57,072,379"
08/24/2018,"286.44","287.67","286.38","287.51","57,487,398"
08/23/2018,"285.97","286.94","285.43","285.79","49,204,848"
08/22/2018,"285.88","286.76","285.58","286.17","44,993,328"
08/21/2018,"286.25","287.31","285.71","286.34","67,271,984"
08/20/2018,"285.57","285.97","285.06","285.67","39,807,488"
08/17/2018,"283.83","285.56","283.37","285.06","65,618,477"
08/16/2018,"283.40","285.04","283.36","284.06","69,967,922"
08/15/2018,"282.38","282.54","280.16","281.78","102,925,398"
08/14/2018,"282.92","284.17","282.48","283.90","43,842,031"
08/13/2018,"283.47","284.16","281.77","282.10","65,732,914"
08/10/2018,"283.45","284.06","282.36","283.16","77,076,039"
08/09/2018,"285.53","285.97","284.92","285.07","35,716,980"
08/08/2018,"285.39","285.91","284.94","285.46","42,114,551"
08/07/2018,"285.39","286.01","285.24","285.58","43,196,648"
08/06/2018,"283.64","284.99","283.20","284.64","39,400,887"
08/03/2018,"282.53","283.66","282.33","283.60","53,935,391"
08/02/2018,"279.39","282.58","279.16","282.39","63,426,359"
08/01/2018,"281.56","282.13","280.13","280.86","53,853,328"
07/31/2018,"280.81","282.02","280.38","281.33","68,570,484"
07/30/2018,"281.51","281.69","279.36","279.95","63,742,512"
07/27/2018,"283.71","283.82","280.38","281.42","76,783,188"
07/26/2018,"283.20","284.11","283.09","283.34","57,919,500"
07/25/2018,"281.33","284.37","281.28","284.01","78,882,930"
07/24/2018,"281.79","282.56","280.63","281.61","68,026,945"
07/23/2018,"279.45","280.43","279.06","280.20","47,047,566"
07/20/2018,"279.77","280.48","279.50","279.68","82,372,727"
07/19/2018,"280.31","280.74","279.46","280.00","61,412,121"
07/18/2018,"280.56","281.18","280.06","281.06","44,593,473"
07/17/2018,"278.47","280.91","278.41","280.47","52,315,500"
07/16/2018,"279.64","279.80","278.84","279.34","48,201,039"
07/13/2018,"279.17","279.93","278.66","279.59","48,234,961"
07/12/2018,"278.28","279.43","277.60","279.37","60,124,688"
07/11/2018,"277.15","278.04","276.52","276.86","77,054,734"
07/10/2018,"278.41","279.01","278.08","278.90","51,966,832"
07/09/2018,"276.55","277.96","276.50","277.90","50,550,398"
07/06/2018,"273.14","275.84","272.72","275.42","66,493,703"
07/05/2018,"272.17","273.18","270.96","273.11","56,925,922"
07/03/2018,"272.87","272.98","270.42","270.90","42,187,070"
07/02/2018,"269.51","272.04","269.24","271.86","63,554,770"
06/29/2018,"272.12","273.66","271.15","271.28","97,592,492"
06/28/2018,"269.29","271.75","268.49","270.89","76,650,523"
06/27/2018,"272.26","273.87","269.18","269.35","105,110,703"
06/26/2018,"271.64","272.56","270.79","271.60","68,683,211"
06/25/2018,"273.44","273.62","269.10","271.00","137,854,203"
06/22/2018,"275.66","275.79","274.49","274.74","56,612,000"
06/21/2018,"275.96","275.98","273.68","274.24","71,061,398"
06/20/2018,"276.27","276.72","275.59","275.97","53,785,488"
06/19/2018,"274.00","275.75","273.53","275.50","97,531,516"
06/18/2018,"275.49","276.70","274.95","276.56","52,917,578"
06/15/2018,"276.60","277.51","275.35","277.13","120,041,602"
06/14/2018,"279.01","279.33","278.06","278.73","77,097,617"
06/13/2018,"279.19","279.48","277.80","278.03","79,070,609"
06/12/2018,"279.03","279.33","278.19","278.92","72,329,031"
06/11/2018,"278.44","279.37","278.31","278.56","58,892,520"
06/08/2018,"276.85","278.25","276.66","278.19","72,139,719"
06/07/2018,"277.95","278.28","276.34","277.37","72,969,398"
06/06/2018,"275.79","277.52","275.09","277.40","62,732,219"
06/05/2018,"275.05","275.53","274.18","275.10","51,135,039"
06/04/2018,"274.53","275.19","274.26","274.90","45,385,168"
06/01/2018,"272.41","273.94","272.33","273.60","71,258,406"
05/31/2018,"272.15","272.49","270.26","270.94","93,519,938"
05/30/2018,"270.50","273.11","270.42","272.61","69,678,445"
05/29/2018,"270.31","271.17","267.76","269.02","115,908,602"
05/25/2018,"272.15","272.86","271.58","272.15","56,374,762"
05/24/2018,"272.91","273.22","270.78","272.80","76,043,828"
05/23/2018,"271.17","273.39","270.99","273.36","64,694,180"
05/22/2018,"273.96","274.25","272.24","272.61","52,966,359"
05/21/2018,"273.01","273.98","271.35","273.37","58,025,879"
05/18/2018,"271.62","272.03","270.93","271.33","64,367,961"
05/17/2018,"271.94","273.23","271.13","272.01","56,536,398"
05/16/2018,"271.14","272.76","271.11","272.24","53,942,633"
05/15/2018,"271.59","271.61","270.03","271.10","87,036,039"
05/14/2018,"273.34","274.08","272.36","272.98","54,790,609"
05/11/2018,"272.16","273.15","271.58","272.85","59,871,512"
05/10/2018,"270.34","272.39","270.22","272.02","72,063,930"
05/09/2018,"267.68","269.87","267.09","269.50","59,666,141"
05/08/2018,"266.50","267.33","265.15","266.92","67,499,250"
05/07/2018,"266.89","268.02","266.11","266.92","55,304,910"
05/04/2018,"261.52","266.79","261.15","266.02","91,222,078"
05/03/2018,"262.26","263.36","259.05","262.62","136,311,500"
05/02/2018,"264.76","265.68","262.76","263.20","86,368,945"
05/01/2018,"263.87","265.10","262.11","264.98","74,203,367"
04/30/2018,"267.26","267.89","264.43","264.51","82,182,320"
04/27/2018,"267.00","267.34","265.50","266.56","57,053,648"
04/26/2018,"264.79","267.25","264.29","266.31","67,731,938"
04/25/2018,"262.91","264.13","260.85","263.63","103,840,898"
04/24/2018,"267.73","267.98","261.28","262.98","112,885,508"
04/23/2018,"267.26","267.89","265.35","266.57","65,557,953"
04/20/2018,"268.81","269.06","265.61","266.61","99,953,125"
04/19/2018,"269.65","269.88","267.72","268.89","77,655,914"
04/18/2018,"270.69","271.30","269.87","270.39","57,303,859"
04/17/2018,"269.33","270.87","268.75","270.19","64,682,039"
04/16/2018,"267.00","268.20","266.07","267.33","63,405,289"
04/13/2018,"267.41","267.54","264.01","265.15","85,079,188"
04/12/2018,"265.26","267.00","265.06","265.93","68,890,477"
04/11/2018,"263.47","265.64","263.39","263.76","91,140,242"
04/10/2018,"264.27","266.04","262.98","265.15","105,573,695"
04/09/2018,"261.37","264.84","259.94","261.00","105,442,898"
04/06/2018,"263.42","265.11","258.00","259.72","179,521,203"
04/05/2018,"265.55","266.64","264.32","265.64","82,652,625"
04/04/2018,"256.75","264.36","256.60","263.56","123,715,297"
04/03/2018,"258.87","261.31","256.84","260.77","119,956,898"
04/02/2018,"262.55","263.13","254.67","257.47","186,286,297"
03/29/2018,"261.12","265.26","259.84","263.15","124,244,797"
03/28/2018,"260.75","262.64","258.58","259.83","146,452,297"
03/27/2018,"266.17","266.77","258.84","260.60","129,941,398"
03/26/2018,"262.13","265.43","259.41","265.11","141,956,094"
03/23/2018,"264.17","265.02","257.83","258.05","183,534,797"
03/22/2018,"267.91","268.87","263.36","263.67","148,785,906"
03/21/2018,"270.90","273.27","270.19","270.43","78,709,586"
03/20/2018,"270.94","271.67","270.18","270.95","59,757,273"
03/19/2018,"273.35","274.40","268.62","270.49","109,208,398"
03/16/2018,"274.50","275.39","274.14","274.20","100,343,695"
03/15/2018,"275.88","276.61","274.43","275.00","83,433,039"
03/14/2018,"277.81","278.02","274.67","275.30","105,895,102"
03/13/2018,"279.84","280.41","276.03","276.72","91,968,945"
03/12/2018,"279.20","279.91","278.08","278.52","71,924,789"
03/09/2018,"275.70","278.87","275.34","278.87","113,625,297"
03/08/2018,"273.55","274.24","272.42","274.10","66,901,148"
03/07/2018,"270.42","273.18","270.20","272.78","87,063,508"
03/06/2018,"273.30","273.39","271.18","272.88","79,213,156"
03/05/2018,"267.73","272.89","267.61","272.19","97,307,391"
03/02/2018,"265.80","269.72","264.82","269.08","139,083,203"
03/01/2018,"271.41","273.17","266.00","267.70","176,855,109"
02/28/2018,"275.68","276.19","271.29","271.65","121,907,797"
02/27/2018,"278.11","278.92","274.36","274.43","99,099,172"
02/26/2018,"275.93","278.01","275.26","277.90","86,491,406"
02/23/2018,"271.79","274.71","271.25","274.71","92,766,430"
02/22/2018,"271.10","273.05","269.64","270.40","110,511,297"
02/21/2018,"271.90","274.72","269.94","270.05","98,883,742"
02/20/2018,"272.03","273.67","270.50","271.40","86,369,664"
02/16/2018,"272.32","275.32","272.27","273.11","160,420,094"
02/15/2018,"271.57","273.04","268.77","273.03","111,200,305"
02/14/2018,"264.31","270.00","264.30","269.59","120,735,695"
02/13/2018,"263.97","266.62","263.31","266.00","81,223,641"
02/12/2018,"263.83","267.01","261.66","265.34","143,736,000"
02/09/2018,"260.80","263.61","252.92","261.50","283,565,312"
02/08/2018,"268.01","268.17","257.59","257.63","246,449,500"
02/07/2018,"268.50","272.36","267.58","267.67","167,376,094"
02/06/2018,"259.94","269.70","258.70","269.13","355,026,812"
02/05/2018,"273.45","275.85","263.31","263.93","294,681,781"
02/02/2018,"280.08","280.23","275.41","275.45","173,174,797"
02/01/2018,"281.07","283.06","280.68","281.58","90,102,469"
01/31/2018,"282.73","283.30","280.68","281.90","118,948,094"
01/30/2018,"282.60","284.74","281.22","281.76","131,796,406"
01/29/2018,"285.93","286.43","284.50","284.68","90,118,336"
01/26/2018,"284.25","286.63","283.96","286.58","107,743,102"
01/25/2018,"284.16","284.27","282.41","283.30","84,587,312"
01/24/2018,"284.02","284.70","281.84","283.18","134,816,094"
01/23/2018,"282.74","283.62","282.37","283.29","97,084,703"
01/22/2018,"280.17","282.69","280.11","282.69","91,322,406"
01/19/2018,"279.80","280.41","279.14","280.41","140,920,094"
01/18/2018,"279.48","279.96","278.58","279.14","100,728,000"
01/17/2018,"278.03","280.05","276.97","279.61","113,258,797"
01/16/2018,"279.35","280.09","276.18","276.97","106,555,102"
01/12/2018,"276.42","278.11","276.08","277.92","90,816,078"
01/11/2018,"274.75","276.12","274.56","276.12","62,361,461"
01/10/2018,"273.68","274.42","272.92","274.12","69,574,320"
01/09/2018,"274.40","275.25","274.08","274.54","57,253,961"
01/08/2018,"273.31","274.10","272.98","273.92","57,319,191"
01/05/2018,"272.51","273.56","271.95","273.42","83,524,000"
01/04/2018,"271.20","272.16","270.54","271.61","80,636,406"
01/03/2018,"268.96","270.64","268.96","270.47","90,070,414"
01/02/2018,"267.84","268.81","267.40","268.77","86,655,750"
12/29/2017,"268.53","268.55","266.64","266.86","96,007,422"
12/28/2017,"267.89","267.92","267.45","267.87","45,116,141"
12/27/2017,"267.38","267.73","267.01","267.32","57,750,992"
12/26/2017,"267.05","267.44","266.89","267.19","45,244,434"
12/22/2017,"267.60","267.64","266.90","267.51","78,720,875"
12/21/2017,"267.74","268.39","267.30","267.58","67,032,344"
12/20/2017,"268.27","268.33","266.69","267.03","76,751,508"
12/19/2017,"268.48","268.53","267.09","267.17","82,382,883"
12/18/2017,"268.10","268.60","267.98","268.20","83,653,570"
12/15/2017,"265.45","267.04","265.39","266.51","144,610,297"
12/14/2017,"267.09","267.22","265.60","265.66","100,666,703"
12/13/2017,"267.06","267.56","266.65","266.75","102,905,398"
12/12/2017,"266.57","267.32","266.35","266.78","85,195,750"
12/11/2017,"265.58","266.38","265.48","266.31","83,077,531"
12/08/2017,"264.99","265.52","264.03","265.51","76,563,875"
12/07/2017,"263.09","264.43","262.94","264.07","77,218,570"
12/06/2017,"262.87","263.73","262.71","263.24","75,898,570"
12/05/2017,"264.43","265.15","263.04","263.19","77,994,547"
12/04/2017,"266.31","266.80","264.08","264.14","94,040,562"
12/01/2017,"264.76","265.31","260.76","264.46","164,390,891"
11/30/2017,"263.76","266.05","263.67","265.01","127,894,398"
11/29/2017,"263.02","263.63","262.20","262.71","77,512,094"
11/28/2017,"260.76","262.90","260.66","262.87","98,971,719"
11/27/2017,"260.41","260.75","260.00","260.23","52,274,922"
11/24/2017,"260.32","260.48","260.16","260.36","27,856,510"
11/22/2017,"260.00","260.15","259.57","259.76","45,033,391"
11/21/2017,"259.18","260.20","258.26","259.99","69,176,797"
11/20/2017,"258.14","258.53","257.86","258.30","48,075,512"
11/17/2017,"258.22","258.59","257.77","257.86","75,756,828"
11/16/2017,"257.52","259.04","257.47","258.62","67,777,031"
11/15/2017,"256.62","257.22","255.63","256.44","80,811,531"
11/14/2017,"257.41","257.85","256.52","257.73","61,315,152"
11/13/2017,"257.31","258.59","257.27","258.33","50,228,648"
11/10/2017,"257.73","258.29","257.37","258.09","59,984,660"
11/09/2017,"257.73","258.39","256.36","258.17","95,085,508"
11/08/2017,"258.47","259.22","258.15","259.11","50,469,578"
11/07/2017,"258.97","259.35","258.09","258.67","57,502,160"
11/06/2017,"258.30","259.00","258.22","258.85","49,652,602"
11/03/2017,"257.77","258.50","257.30","258.45","59,589,727"
11/02/2017,"257.41","257.75","256.19","257.59","56,449,539"
11/01/2017,"258.04","258.43","257.07","257.49","54,202,738"
10/31/2017,"257.18","257.44","256.81","257.15","60,304,781"
10/30/2017,"257.07","257.60","256.41","256.75","54,285,688"
10/27/2017,"256.47","257.89","255.63","257.71","85,562,547"
10/26/2017,"255.99","256.30","255.48","255.62","69,797,969"
10/25/2017,"256.18","256.31","254.00","255.29","103,715,297"
10/24/2017,"256.60","256.83","256.15","256.56","66,935,914"
10/23/2017,"257.48","257.51","256.02","256.11","63,915,312"
10/20/2017,"256.70","257.14","255.77","257.11","89,176,383"
10/19/2017,"254.83","255.83","254.35","255.79","61,903,793"
10/18/2017,"255.90","255.95","255.50","255.72","40,888,328"
10/17/2017,"255.23","255.52","254.98","255.47","31,560,961"
10/16/2017,"255.21","255.51","254.82","255.29","38,221,680"
10/13/2017,"255.14","255.27","254.64","254.95","54,800,441"
10/12/2017,"254.66","255.06","254.37","254.64","47,065,141"
10/11/2017,"254.51","255.02","254.32","255.02","47,674,328"
10/10/2017,"254.60","255.05","253.98","254.62","43,057,359"
10/09/2017,"254.63","254.70","253.65","253.95","35,803,141"
10/06/2017,"254.15","254.70","253.85","254.37","80,646,000"
10/05/2017,"253.54","254.68","253.20","254.66","63,522,762"
10/04/2017,"252.69","253.44","252.56","253.16","55,953,621"
10/03/2017,"252.46","252.89","252.23","252.86","66,810,172"
10/02/2017,"251.49","252.32","251.29","252.32","59,022,992"
09/29/2017,"250.34","251.32","250.13","251.23","85,578,000"
09/28/2017,"249.73","250.44","249.63","250.35","44,778,840"
09/27/2017,"249.88","250.49","248.87","250.05","81,001,430"
09/26/2017,"249.42","249.70","248.81","249.08","54,081,961"
09/25/2017,"249.15","249.55","248.08","248.93","57,064,359"
09/22/2017,"249.05","249.63","249.02","249.44","51,214,031"
09/21/2017,"249.88","249.98","249.19","249.39","48,211,398"
09/20/2017,"250.07","250.19","248.92","250.06","59,574,078"
09/19/2017,"250.00","250.07","249.60","249.97","47,108,152"
09/18/2017,"249.61","250.12","249.28","249.72","46,235,238"
09/15/2017,"248.69","249.29","248.57","249.19","95,432,383"
09/14/2017,"249.80","250.32","249.60","250.09","95,446,352"
09/13/2017,"249.72","250.21","249.59","250.17","59,228,000"
09/12/2017,"249.63","250.09","249.42","250.05","56,896,031"
09/11/2017,"248.04","249.30","248.02","249.21","71,364,852"
09/08/2017,"246.54","247.11","246.30","246.58","63,832,832"
09/07/2017,"247.25","247.27","246.40","246.87","58,034,727"
09/06/2017,"246.84","247.28","246.23","246.90","57,916,871"
09/05/2017,"247.26","247.52","244.95","246.06","91,398,781"
09/01/2017,"247.92","248.33","247.67","247.84","62,006,992"
08/31/2017,"246.72","247.77","246.05","247.49","103,803,906"
08/30/2017,"244.83","246.32","244.62","246.01","62,030,809"
08/29/2017,"243.06","245.15","242.93","244.85","51,135,719"
08/28/2017,"245.17","245.20","244.09","244.57","40,565,609"
08/25/2017,"244.90","245.61","244.39","244.56","64,445,910"
08/24/2017,"245.00","245.18","243.75","243.99","50,741,672"
08/23/2017,"244.33","245.05","244.16","244.56","50,203,840"
08/22/2017,"243.57","245.62","243.55","245.44","63,140,102"
08/21/2017,"242.64","243.20","241.83","242.90","65,469,738"
08/18/2017,"242.90","244.19","242.20","242.71","136,748,000"
08/17/2017,"246.24","246.60","243.09","243.09","128,490,398"
08/16/2017,"247.11","247.57","246.45","246.94","56,715,539"
08/15/2017,"246.98","247.00","246.16","246.51","55,242,754"
08/14/2017,"245.59","246.79","245.55","246.54","73,291,922"
08/11/2017,"244.02","244.80","243.75","244.12","74,869,953"
08/10/2017,"246.29","246.44","243.70","243.76","120,479,508"
08/09/2017,"246.47","247.31","246.06","247.25","62,632,621"
08/08/2017,"247.51","248.91","246.83","247.26","61,719,352"
08/07/2017,"247.49","247.87","247.37","247.87","31,995,020"
08/04/2017,"247.52","247.79","246.97","247.41","60,191,840"
08/03/2017,"247.31","247.34","246.64","246.96","40,856,000"
08/02/2017,"247.47","247.60","246.37","247.44","47,211,219"
08/01/2017,"247.46","247.50","246.72","247.32","55,050,398"
07/31/2017,"247.37","247.48","246.53","246.77","65,838,656"
07/28/2017,"246.65","247.06","246.13","246.91","50,088,359"
07/27/2017,"247.96","248.00","245.68","247.20","70,766,570"
07/26/2017,"247.75","247.79","247.13","247.43","47,575,422"
07/25/2017,"247.68","247.80","247.16","247.42","54,915,594"
07/24/2017,"246.79","246.98","246.28","246.82","46,622,262"
07/21/2017,"246.44","246.91","246.18","246.88","88,711,023"
07/20/2017,"247.28","247.42","246.47","247.10","47,135,180"
07/19/2017,"246.02","247.00","246.01","246.99","51,034,262"
07/18/2017,"245.06","245.72","244.67","245.66","42,742,500"
07/17/2017,"245.47","245.91","245.33","245.53","33,531,922"
07/14/2017,"244.43","245.97","244.31","245.56","60,262,688"
07/13/2017,"244.02","244.55","243.76","244.42","39,471,641"
07/12/2017,"243.30","244.20","243.30","244.01","59,610,406"
07/11/2017,"242.16","242.55","240.85","242.19","50,354,609"
07/10/2017,"241.95","242.80","241.76","242.37","36,663,273"
07/07/2017,"241.21","242.28","240.56","242.11","57,972,273"
07/06/2017,"241.89","242.03","240.34","240.55","66,115,320"
07/05/2017,"242.63","243.01","241.70","242.77","54,427,602"
07/03/2017,"242.88","243.38","242.21","242.21","39,153,809"
06/30/2017,"242.28","242.71","241.58","241.80","86,820,688"
06/29/2017,"243.66","243.72","239.96","241.35","106,949,695"
06/28/2017,"242.50","243.72","242.23","243.49","70,042,602"
06/27/2017,"243.04","243.38","241.31","241.33","82,247,672"
06/26/2017,"243.90","244.38","243.05","243.29","56,700,480"
06/23/2017,"242.91","243.51","242.47","243.13","66,986,797"
06/22/2017,"242.96","243.53","242.64","242.84","44,148,059"
06/21/2017,"243.42","243.59","242.41","242.95","55,977,566"
06/20/2017,"244.25","244.26","242.99","243.01","56,906,367"
06/19/2017,"243.59","244.73","243.48","244.66","65,123,801"
06/16/2017,"242.77","242.83","241.63","242.64","84,553,102"
06/15/2017,"242.68","243.91","242.36","243.77","66,464,891"
06/14/2017,"244.86","244.87","243.29","244.24","78,602,312"
06/13/2017,"243.98","244.61","243.58","244.55","60,066,953"
06/12/2017,"243.13","243.42","242.38","243.36","86,108,094"
06/09/2017,"244.09","245.01","241.95","243.41","132,256,406"
06/08/2017,"243.77","244.33","243.17","243.78","65,950,688"
06/07/2017,"243.60","243.92","242.83","243.66","54,144,312"
06/06/2017,"243.34","243.98","243.12","243.21","50,375,434"
06/05/2017,"243.97","244.30","243.76","243.99","44,698,832"
06/02/2017,"243.42","244.35","243.08","244.17","88,666,125"
06/01/2017,"241.97","243.38","241.64","243.36","68,962,016"
05/31/2017,"241.84","241.88","240.64","241.44","91,796,016"
05/30/2017,"241.34","241.79","241.16","241.50","35,201,898"
05/26/2017,"241.54","241.90","241.45","241.71","46,629,910"
05/25/2017,"241.20","242.08","240.96","241.76","64,071,660"
05/24/2017,"240.32","240.73","239.93","240.61","49,181,102"
05/23/2017,"239.95","240.24","239.51","240.05","48,341,680"
05/22/2017,"238.90","239.71","238.82","239.52","61,010,602"
05/19/2017,"237.33","239.08","237.27","238.31","115,011,398"
05/18/2017,"235.73","237.75","235.43","236.77","107,047,695"
05/17/2017,"238.10","238.64","235.75","235.82","172,174,094"
05/16/2017,"240.64","240.67","239.63","240.08","51,241,793"
05/15/2017,"239.47","240.44","239.45","240.30","61,918,941"
05/12/2017,"239.09","239.43","238.67","238.98","53,912,727"
05/11/2017,"239.35","239.57","238.13","239.38","62,358,352"
05/10/2017,"239.39","239.87","239.15","239.87","54,293,801"
05/09/2017,"239.96","240.19","239.04","239.44","51,363,199"
05/08/2017,"239.75","239.92","239.17","239.66","48,385,727"
05/05/2017,"239.19","239.72","238.68","239.70","62,001,273"
05/04/2017,"238.83","238.92","237.78","238.76","61,462,727"
05/03/2017,"238.29","238.88","237.70","238.48","73,137,727"
05/02/2017,"238.84","238.98","238.30","238.77","57,375,727"
05/01/2017,"238.68","239.17","238.20","238.68","66,882,523"
04/28/2017,"238.90","238.93","237.93","238.08","63,532,848"
04/27/2017,"238.77","238.95","237.98","238.60","57,410,328"
04/26/2017,"238.51","239.53","238.35","238.40","84,702,461"
04/25/2017,"237.91","238.95","237.81","238.55","76,698,273"
04/24/2017,"237.18","237.41","234.56","237.17","119,209,906"
04/21/2017,"235.25","235.31","234.13","234.59","110,389,797"
04/20/2017,"234.15","235.85","233.78","235.34","92,572,195"
04/19/2017,"234.52","234.95","233.18","233.44","68,699,875"
04/18/2017,"233.72","234.49","233.08","233.87","83,225,820"
04/17/2017,"233.11","234.57","232.88","234.57","68,405,367"
04/13/2017,"233.64","234.49","232.51","232.51","92,880,391"
04/12/2017,"234.74","234.96","233.77","234.03","81,864,438"
04/11/2017,"234.90","235.18","233.34","235.06","88,045,281"
04/10/2017,"235.36","236.26","234.73","235.34","67,615,297"
04/07/2017,"235.15","236.00","234.64","235.20","74,412,312"
04/06/2017,"234.94","236.04","234.43","235.44","69,135,758"
04/05/2017,"236.26","237.39","234.54","234.78","108,800,602"
04/04/2017,"235.00","235.58","234.56","235.48","56,466,199"
04/03/2017,"235.80","236.03","233.91","235.33","85,546,484"
03/31/2017,"235.90","236.51","235.68","235.74","73,733,086"
03/30/2017,"235.47","236.52","235.27","236.29","56,737,887"
03/29/2017,"234.99","235.81","234.73","235.54","61,950,352"
03/28/2017,"233.27","235.81","233.14","235.32","93,483,922"
03/27/2017,"231.93","233.92","231.61","233.62","87,454,445"
03/24/2017,"234.38","235.04","232.96","233.86","112,504,898"
03/23/2017,"234.00","235.34","233.60","234.03","100,410,305"
03/22/2017,"233.77","234.61","233.05","234.28","97,569,203"
03/21/2017,"237.47","237.61","233.58","233.73","131,809,297"
03/20/2017,"237.03","237.36","236.32","236.77","52,536,980"
03/17/2017,"237.75","237.97","237.03","237.03","89,002,109"
03/16/2017,"239.11","239.20","238.10","238.48","78,343,953"
03/15/2017,"237.56","239.44","237.29","238.95","96,081,750"
03/14/2017,"237.18","237.24","236.19","236.90","59,880,781"
03/13/2017,"237.62","237.86","237.24","237.81","57,256,820"
03/10/2017,"237.97","238.02","236.59","237.69","81,991,648"
03/09/2017,"236.70","237.24","235.74","236.86","90,683,922"
03/08/2017,"237.34","237.64","236.40","236.56","78,168,797"
03/07/2017,"237.36","237.77","236.76","237.00","65,103,738"
03/06/2017,"237.50","238.12","237.01","237.71","55,391,527"
03/03/2017,"238.17","238.61","237.73","238.42","81,974,305"
03/02/2017,"239.56","239.57","238.21","238.27","70,245,984"
03/01/2017,"238.39","240.32","238.37","239.78","149,158,203"
02/28/2017,"236.67","236.95","236.02","236.47","96,961,938"
02/27/2017,"236.64","237.31","236.35","237.11","56,515,441"
02/24/2017,"235.46","236.79","235.41","236.74","82,381,609"
02/23/2017,"236.88","236.90","235.56","236.44","74,615,906"
02/22/2017,"236.02","236.54","235.83","236.28","62,115,191"
02/21/2017,"235.52","236.69","235.51","236.49","88,946,047"
02/17/2017,"233.95","235.09","233.93","235.09","77,204,094"
02/16/2017,"234.96","235.16","233.85","234.72","84,722,438"
02/15/2017,"233.45","235.14","233.39","234.92","86,785,828"
02/14/2017,"232.56","233.71","232.16","233.70","71,108,977"
02/13/2017,"232.08","233.07","232.05","232.77","55,182,047"
02/10/2017,"231.00","231.77","230.62","231.51","66,015,891"
02/09/2017,"229.56","230.95","229.52","230.60","65,955,250"
02/08/2017,"228.61","229.39","228.31","229.24","51,566,219"
02/07/2017,"229.38","229.66","228.72","228.94","57,931,152"
02/06/2017,"228.87","229.33","228.54","228.93","57,790,113"
02/03/2017,"228.82","229.55","228.46","229.34","80,563,172"
02/02/2017,"227.20","228.10","226.82","227.77","69,657,562"
02/01/2017,"228.26","228.59","226.94","227.62","79,117,648"
01/31/2017,"226.98","227.60","226.32","227.53","75,880,805"
01/30/2017,"228.17","228.20","226.41","227.55","79,737,250"
01/27/2017,"229.42","229.59","228.76","228.97","59,711,121"
01/26/2017,"229.40","229.71","229.01","229.33","59,970,719"
01/25/2017,"228.70","229.57","228.51","229.57","84,437,711"
01/24/2017,"226.40","228.08","226.27","227.60","95,555,297"
01/23/2017,"226.35","226.81","225.27","226.15","75,061,648"
01/20/2017,"226.70","227.31","225.97","226.74","129,168,602"
01/19/2017,"226.84","227.00","225.41","225.91","66,608,789"
01/18/2017,"226.54","226.80","225.90","226.75","54,793,301"
01/17/2017,"226.31","226.78","225.80","226.25","61,240,809"
01/13/2017,"226.73","227.40","226.69","227.05","62,717,871"
01/12/2017,"226.50","226.75","224.96","226.53","72,113,188"
01/11/2017,"226.36","227.10","225.59","227.10","74,650,016"
01/10/2017,"226.48","227.45","226.01","226.46","63,771,941"
01/09/2017,"226.91","227.07","226.42","226.46","46,939,680"
01/06/2017,"226.53","227.75","225.90","227.21","71,559,922"
01/05/2017,"226.27","226.58","225.48","226.40","78,379,008"
01/04/2017,"225.62","226.75","225.61","226.58","78,744,430"
01/03/2017,"225.04","225.83","223.88","225.24","91,366,523"
12/30/2016,"224.73","224.83","222.73","223.53","108,998,305"
12/29/2016,"224.48","224.89","223.84","224.35","48,696,078"
12/28/2016,"226.57","226.59","224.27","224.40","64,095,008"
12/27/2016,"226.02","226.73","226.00","226.27","42,672,488"
12/23/2016,"225.43","225.72","225.21","225.71","36,697,820"
12/22/2016,"225.60","225.74","224.92","225.38","56,219,070"
12/21/2016,"226.25","226.45","225.77","225.77","67,909,039"
12/20/2016,"226.15","226.57","225.88","226.40","89,838,805"
12/19/2016,"225.25","226.02","225.08","225.53","90,341,148"
12/16/2016,"226.01","226.08","224.67","225.04","156,420,188"
12/15/2016,"226.16","227.81","225.89","226.81","124,972,602"
12/14/2016,"227.41","228.23","225.37","225.88","142,501,797"
12/13/2016,"227.02","228.34","227.00","227.76","110,477,508"
12/12/2016,"226.40","226.96","225.76","226.25","102,016,094"
12/09/2016,"225.41","226.53","225.37","226.51","88,005,766"
12/08/2016,"224.57","225.70","224.26","225.15","99,714,391"
12/07/2016,"221.52","224.67","221.38","224.60","110,738,094"
12/06/2016,"221.22","221.74","220.66","221.70","59,877,379"
